id,lf_pri,lf_sec,lf_ter
AT11,0.04422788605697151,0.26836581709145424,0.6821589205397302
AT12,0.056190949776230736,0.24378418697165588,0.6999005469915465
AT13,0.0051763572890333445,0.1433730588660166,0.8515709642470205
AT21,0.05660377358490566,0.26492106276472854,0.6707739699653447
AT22,0.06097972972972973,0.29206081081081076,0.6469594594594594
AT31,0.06229024030071151,0.33118539401261915,0.6063901194791247
AT32,0.04147133068878471,0.24882798413270824,0.7042913811756221
AT33,0.03949112112377418,0.2610654651470978,0.6994434137291279
AT34,0.022443890274314215,0.3576059850374065,0.5985037406483791
BE10,0,0.12870619946091644,0.8708445642407906
BE21,0.0071428571428571435,0.2447089947089947,0.7482804232804232
BE22,0.010013531799729365,0.25087956698240865,0.7388362652232747
BE23,0.015400875736071266,0.24248829835422014,0.7421108259097087
BE24,0.006917599186164801,0.15808748728382502,0.8351983723296033
BE25,0.02466977466977467,0.27136752136752135,0.703962703962704
BE31,0,0.1481028151774786,0.8421052631578947
BE32,0.016995383969785983,0.20373478808224926,0.7794796475031472
BE33,0.012131715771230504,0.21143847487001735,0.7722208467442437
BE34,0.035652173913043476,0.2,0.76
BE35,0.017506631299734746,0.17347480106100796,0.8005305039787799
BG31,0.07962616822429906,0.33794392523364486,0.5813084112149532
BG32,0.09608323133414932,0.37362301101591183,0.5290697674418605
BG33,0.0783087315486615,0.2682011508631474,0.6484863647735801
BG34,0.08210526315789474,0.32748538011695905,0.5852631578947369
BG41,0.02295180121744337,0.2320127731763297,0.7448358447260752
BG42,0.10399460643856398,0.34805326141918086,0.5457609978088658
CH01,0.024924471299093656,0.1513091641490433,0.823766364551863
CH02,0.04469600858787937,0.23265345954913633,0.7226505318629842
CH03,0.022759828107591917,0.21009072099315615,0.767149450899252
CH04,0.016851960210649504,0.147571679344646,0.8356933879461673
CH05,0.044719746185224354,0.2553255778818553,0.6999546759329204
CH06,0.049690765621667736,0.23267221155896783,0.7182768180848795
CH07,0.021574344023323616,0.1661807580174927,0.8122448979591838
CY00,0.03635362159184797,0.17047645276783255,0.7931699256403194
CZ01,0.0034669882423876996,0.17410310521555622,0.8222791679228219
CZ02,0.030981595092024538,0.34892638036809814,0.6199386503067484
CZ03,0.05036813922356091,0.41767068273092367,0.5321285140562249
CZ04,0.02003780718336484,0.4054820415879017,0.5746691871455577
CZ05,0.0350611852055548,0.431458820294239,0.5333424996562629
CZ06,0.03764619883040936,0.4058235867446394,0.5564083820662769
CZ07,0.035233160621761656,0.45267702936096715,0.5122625215889464
CZ08,0.015806111696522657,0.42132068844397613,0.5626975763962065
DE11,0.00866892945601321,0.3588202917163563,0.6325107788276305
DE12,0.004139188999579066,0.313245404798653,0.6825452504560123
DE13,0.016714261716781455,0.33974466655467833,0.6436250629934487
DE14,0.01813760259398115,0.37774850542101535,0.601175397710001
DE21,0.015515873015873016,0.2540476190476191,0.7304761904761905
DE22,0.030432787888056277,0.36840495488606817,0.5988683284905949
DE23,0.021217391304347823,0.38052173913043474,0.5954782608695652
DE24,0.01568907113567481,0.3396327331075058,0.6403993581743628
DE25,0.012537116463213462,0.3034202133509293,0.6803035301880568
DE26,0.010550996483001174,0.3187280187573271,0.6682297772567409
DE27,0.021670244301339056,0.3506081978943065,0.6277215578043546
DE30,0,0.14026915113871635,0.8587531631009893
DE40,0.02565335898669232,0.23520923520923517,0.7392175725509058
DE50,0,0.20821833793314934,0.7801287948482061
DE60,0,0.1573009791400596,0.8395061728395061
DE71,0.004855583921509736,0.21980277318916755,0.7753917004555239
DE72,0.009829867674858224,0.2996219281663516,0.6862003780718336
DE73,0.013331083361457982,0.3015524805939926,0.6820789740128248
DE80,0.03480553724456163,0.21819380355965723,0.7471324983520106
DE91,0.009576282303555032,0.302505575232848,0.683457956185229
DE92,0.00963035019455253,0.23443579766536965,0.7530155642023346
DE93,0.02551872167898879,0.2559026949678035,0.7140472215597423
DE94,0.03179738046394193,0.29193624743569513,0.6732681079375099
DEA1,0.006391085255438567,0.2396247285837191,0.7540251546560695
DEA2,0.006271745101629737,0.22363120307635964,0.7701428309833364
DEA3,0.013008645990322835,0.26437693344967084,0.7199968271595145
DEA4,0.008944367996854727,0.30794181246314134,0.6797719677609594
DEA5,0.005270950547823512,0.28652650281314773,0.7081433224755701
DEB1,0.011849287711356677,0.28265211023831716,0.7012381839968047
DEB2,0.02454642475987193,0.263963002490217,0.6905016008537886
DEB3,0.016176760702308147,0.2738212665219965,0.7055632274610378
DEC0,0,0.28440366972477066,0.7097581317764803
DED2,0.016596968112911656,0.28018818609513846,0.6973340303188709
DED4,0.012937162354279216,0.3458913847028718,0.6359112880295706
DED5,0.012161632012553943,0.24656728128677913,0.7332287171439781
DEE0,0.01984659635666347,0.28178331735378714,0.6983700862895493
DEF0,0.019815535379737716,0.2091079406254504,0.7710765239948119
DEG0,0.016829894456594083,0.3271845583341257,0.6559855472092802
DK01,0.004207119741100324,0.12459546925566344,0.8711974110032362
DK02,0.02043524416135881,0.19400212314225052,0.785828025477707
DK03,0.03652392947103275,0.22885930190716086,0.7346167686218065
DK04,0.032464417079801695,0.22693107308491928,0.7407644330721254
DK05,0.04215116279069767,0.2303779069767442,0.7136627906976745
EA19,0.03204308884544079,0.233970762117541,0.7339861490370181
EE00,0.03878374185541421,0.2964629227427862,0.6645982004343779
EL30,0.010659413364698963,0.14996691906197163,0.8393736675733294
EL41,0.16617210682492578,0.10830860534124628,0.7047477744807121
EL42,0.07473035439137132,0.15408320493066255,0.7696456086286594
EL43,0.14784580498866215,0.1256235827664399,0.7265306122448979
EL51,0.26606875934230195,0.12755356253114103,0.5974090682610863
EL52,0.1504524886877828,0.1585326438267615,0.6893988364576601
EL53,0.18002466091245378,0.27496917385943276,0.5351418002466092
